Model number,sSpec number,Cores,Frequency,Turbo,L2 cache,L3 cache,TDP,Socket,I/O bus,Memory,Release date,Part number(s),Release price (USD),Turbo Boost all-core/2.0 (/max. 3.0),GPU model,GPU frequency,vteIntel processors,vteIntel processors.1,Turbo Boost all-core/2.0),FSB,Mult.,Voltage,Mult,Front side bus,Multiplier,Release price,L2 Cache,Turbo Boost all-core/max turbo,Turbo Boost all-core/max turbo 2.0/max turbo 3.0,Threads
Xeon E7-4850 v4,SR2S2 (B0),16.0,2.1,3/3/3/3/3/3/3/3/3/3/ 3/3/4/5/7/7,16 × 256 KB,40 MB,115 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902026904,$3003,,,,,,,,,,,,,,,,,
Xeon E7-8855 v4,SR2S9 (B0),14.0,2.1,3/3/3/3/3/3/3/3/3/3/ 4/5/7/7,14 × 256 KB,35 MB,140 W,LGA 2011-1,3× 8.0 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902675600,$3003,,,,,,,,,,,,,,,,,
Xeon E7-8860 v4,SR2S8 (B0),18.0,2.2,5/5/5/5/5/5/5/5/5/5/ 5/5/5/6/7/8/10/10,18 × 256 KB,45 MB,140 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902325800,$4061,,,,,,,,,,,,,,,,,
Xeon E7-8867 v4,SR2S6 (B0),18.0,2.4,4/4/4/4/4/4/4/4/4/4/ 4/4/4/5/6/7/9/9,18 × 256 KB,45 MB,165 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902028403,$4672,,,,,,,,,,,,,,,,,
Xeon E7-8870 v4,SR2S1 (B0),20.0,2.1,5/5/5/5/5/5/5/5/5/5/ 5/5/5/5/5/6/7/8/9/9,20 × 256 KB,50 MB,140 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902025802,$4672,,,,,,,,,,,,,,,,,
Xeon E7-8880 v4,SR2S7 (B0),22.0,2.2,4/4/4/4/4/4/4/4/4/4/ 4/4/4/4/4/5/6/7/8/9/ 11/11,22 × 256 KB,55 MB,150 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902325500,$5895,,,,,,,,,,,,,,,,,
Xeon E7-8890 v4,SR2SS (B0),24.0,2.2,4/4/4/4/4/4/4/4/4/4/ 4/4/4/4/4/4/5/6/7/8/ 9/10/12/12,24 × 256 KB,60 MB,165 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902885200,$7174,,,,,,,,,,,,,,,,,
Xeon E7-8891 v4,SR2SQ (B0),10.0,2.8,5/5/5/5/5/5/5/5/7/7,10 × 256 KB,60 MB,165 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902027903,$6841,,,,,,,,,,,,,,,,,
Xeon E7-8893 v4,SR2SR (B0),4.0,3.2,2/2/3/3,4 × 256 KB,60 MB,140 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2016-06-06,CM8066902065502,$6841,,,,,,,,,,,,,,,,,
Xeon E7-8894 v4,SR32U (B0),24.0,2.4,5/5/5/5/5/5/5/5/5/5/ 5/5/5/5/5/5/5/5/5/6/ 7/8/10/10,24 × 256 KB,60 MB,165 W,LGA 2011-1,3× 9.6 GT/s QPI,4× DDR4-1866 4× DDR3-1600,2017-02-09,CM8066903251800,$8898,,,,,,,,,,,,,,,,,
Xeon Gold 6208U,SRGZD (B1),16,2.9,,16 × 1 MB,22 MB,150 W,LGA 3647,DMI 3.0,6× DDR4-2933,2020-02-01,CD8069504449101,$989,,,,,,2.6/3.9 GHz,,,,,,,,,,,32
Xeon Gold 6209U,SRFQ3 (B1),20,2.1,,20 × 1 MB,27.5 MB,125 W,LGA 3647,DMI 3.0,6× DDR4-2933,2019-05-01,CD8069504284804,$1350,,,,,,2.8/3.9 GHz,,,,,,,,,,,40
Xeon Gold 6210U,SRF9B (B1),20,2.5,,20 × 1 MB,27.5 MB,150 W,LGA 3647,DMI 3.0,6× DDR4-2933,2019-04-02,CD8069504198101,$1500,,,,,,3.2/3.9 GHz,,,,,,,,,,,40
Xeon Gold 6212U,SRF9A (B1),24,2.4,,24 × 1 MB,36 MB,165 W,LGA 3647,DMI 3.0,6× DDR4-2933,2019-04-02,CD8069504198002,$2000,,,,,,3.1/3.9 GHz,,,,,,,,,,,48
Xeon Bronze 3204,SRFBP (R1),6,1.9,,6 × 1 MB,8.25 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,2019-04-02,CD8069503956700 BX806953204,$213,,,,,,—,,,,,,,,,,,6
Xeon Bronze 3206R,SRG25 (R1),8,1.9,,8 × 1 MB,11 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,2020-02-24,CD8069504344600 BX806953206R,$306,,,,,,—,,,,,,,,,,,8
Xeon Silver 4208,SRFBM (R1),8,2.1,,8 × 1 MB,11 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069503956401 BX806954208,$417,,,,,,2.5/3.2 GHz,,,,,,,,,,,16
Xeon Silver 4209T,SRFBQ (R1),8,2.2,,8 × 1 MB,11 MB,70 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069503956900,$501,,,,,,2.5/3.2 GHz,,,,,,,,,,,16
Xeon Silver 4210,SRFBL (R1),10,2.2,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069503956302 BX806954210,$501,,,,,,2.7/3.2 GHz,,,,,,,,,,,20
Xeon Silver 4210R,SRG24 (R1),10,2.4,,10 × 1 MB,13.75 MB,100 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2020-02-24,CD8069504344500 BX806954210R,$501,,,,,,2.9/3.2 GHz,,,,,,,,,,,20
Xeon Silver 4210T,SRGYH (R1),10,2.3,,10 × 1 MB,13.75 MB,95 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2020-02-24,CD8069504444900,$555,,,,,,2.8/3.2 GHz,,,,,,,,,,,20
Xeon Silver 4211W,,12,2.5,,12 × 1 MB,16.5 MB,100 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,,,OEM,,,,,,3.0/4.0 GHz,,,,,,,,,,,24
Xeon Silver 4213W,,8,3.0,,8 × 1 MB,11 MB,115 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,,,OEM,,,,,,3.6/4.0 GHz,,,,,,,,,,,16
Xeon Silver 4214,SRFB9 (L1),12,2.2,,12 × 1 MB,16.5 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069504212601 BX806954214,$694,,,,,,2.7/3.2 GHz,,,,,,,,,,,24
Xeon Silver 4214R,SRG1W (L1),12,2.4,,12 × 1 MB,16.5 MB,100 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2020-02-24,CD8069504343701 BX806954214R,$694,,,,,,3.0/3.5 GHz,,,,,,,,,,,24
Xeon Silver 4214Y,SRFDG (L1),12,2.2,,12 × 1 MB,16.5 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069504294401,$768,,,,,,2.7/3.2 GHz,,,,,,,,,,,24
Xeon Silver 4215,SRFBA (L1),8,2.5,,8 × 1 MB,11 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069504212701,$794,,,,,,3.0/3.5 GHz,,,,,,,,,,,16
Xeon Silver 4215R,SRGZE (B1),8,3.2,,8 × 1 MB,11 MB,130 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2020-02-24,CD8069504449200,$794,,,,,,3.6/4.0 GHz,,,,,,,,,,,16
Xeon Silver 4216,SRFBB (L1),16,2.1,,16 × 1 MB,22 MB,100 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,2019-04-02,CD8069504213901 BX806954216,$1002,,,,,,2.7/3.2 GHz,,,,,,,,,,,32
Xeon Silver 4216R,,16,2.2,,16 × 1 MB,22 MB,125 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,,,OEM,,,,,,3.0/3.7 GHz,,,,,,,,,,,32
Xeon Gold 5215,SRFBC (B1),10,2.5,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-01,CD8069504214002,$1221,,,,,,2.5/3.4 GHz,,,,,,,,,,,20
Xeon Gold 5218R,SRGZ7 (B1),20,2.1,,20 × 1 MB,27.5 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2020-02-24,CD8069504446300 BX806955218R,$1273,,,,,,2.8/4.0 GHz,,,,,,,,,,,40
Xeon Gold 5219Y,SRF8C (B1),16,2.4,,16 × 1 MB,22 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-01,CD8069504184202,,,,,,,2.7/4.0 GHz,,,,,,,,,,,32
Xeon Gold 5220R,SRGZP (B1),24,2.2,,24 × 1 MB,35.75 MB,150 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2020-02-24,CD8069504451301 BX806955220R,$1555,,,,,,2.4/4.0 GHz,,,,,,,,,,,48
Xeon Gold 6222,SRF8D (B1),20,1.8,,20 × 1 MB,27.5 MB,115 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2019-04-01,CD8069504184502,$1600,,,,,,2.2/3.6 GHz,,,,,,,,,,,40
Xeon Gold 6226R,SRGZC (B1),16,2.9,,16 × 1 MB,22 MB,150 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504449000 BX806956226R,$1300,,,,,,3.6/3.9 GHz,,,,,,,,,,,32
Xeon Gold 6230R,SRGZA (B1),26,2.1,,26 × 1 MB,35.75 MB,150 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504448800 BX806956230R,$1894,,,,,,2.3/4.0 GHz,,,,,,,,,,,52
Xeon Gold 6238R,SRGZ9 (B1),28,2.2,,28 × 1 MB,38.5 MB,165 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504448701 BX806956238R,$2612,,,,,,2.4/4.0 GHz,,,,,,,,,,,56
Xeon Gold 6240R,SRGZ8 (B1),24,2.4,,24 × 1 MB,35.75 MB,165 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504448600 BX806956240R,$2200,,,,,,3.2/4.0 GHz,,,,,,,,,,,48
Xeon Gold 6242R,SRGZJ (B1),20,3.1,,20 × 1 MB,35.75 MB,205 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504449601,$2529,,,,,,3.3/4.1 GHz,,,,,,,,,,,40
Xeon Gold 6246R,SRGZL (B1),16,3.4,,16 × 1 MB,35.75 MB,205 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504449801,$3286,,,,,,3.6/4.1 GHz,,,,,,,,,,,32
Xeon Gold 6248R,SRGZG (B1),24,3.0,,24 × 1 MB,35.75 MB,205 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504449401,$2700,,,,,,3.6/4.0 GHz,,,,,,,,,,,48
Xeon Gold 6258R,SRGZF (B1),28,2.7,,28 × 1 MB,38.5 MB,205 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504449301,$3950,,,,,,2.7/4.0 GHz,,,,,,,,,,,56
Xeon Gold 6262,SRF8E (B1),24,1.9,,24 × 1 MB,33 MB,135 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,2019-04-01,CD8069504184602,$2900,,,,,,2.4/3.6 GHz,,,,,,,,,,,48
Xeon Gold 6269Y,SRF8B (B1),22,3.2,,22 × 1 MB,30.25 MB,240 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-01,CD8069504184102,,,,,,,3.4/3.7 GHz,,,,,,,,,,,44
Xeon Gold 6290,SRG30 (B1),22,3.2,,22 × 1 MB,30.25 MB,240 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-01,,OEM,,,,,,3.6/3.9 GHz,,,,,,,,,,,44
Xeon Gold 5213W,,10,2.7,,10 × 1 MB,13.75 MB,100 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,3.3/4.3 GHz,,,,,,,,,,,20
Xeon Gold 5215,SRFBC (L1),10,2.5,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504214002,$1221,,,,,,3.0/3.4 GHz,,,,,,,,,,,20
Xeon Gold 5215L,SRFBE (L1),10,2.5,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504214202,$9119,,,,,,3.0/3.4 GHz,,,,,,,,,,,20
Xeon Gold 5215M,SRFBD (L1),10,2.5,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504214102,$4224,,,,,,3.0/3.4 GHz,,,,,,,,,,,20
Xeon Gold 5216W,,8,3.5,,8 × 1 MB,16.5 MB,160 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,3.8/4.2 GHz,,,,,,,,,,,16
Xeon Gold 5217,SRFBF (L1),8,3.0,,8 × 1 MB,11 MB,115 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504214302,$1522,,,,,,3.4/3.7 GHz,,,,,,,,,,,16
Xeon Gold 5218,SRF8T (B1),16,2.3,,16 × 1 MB,22 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504193301 BX806955218,$1273,,,,,,2.8/3.9 GHz,,,,,,,,,,,32
Xeon Gold 5218B,SRFDJ (L1),16,2.3,,16 × 1 MB,22 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504295701,$1273,,,,,,2.8/3.9 GHz,,,,,,,,,,,32
Xeon Gold 5218N,SRFD9 (L1) SRGLN (L1),16,2.3,,16 × 1 MB,22 MB,125 W 110 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504289900 CD8069504384601,$1375,,,,,,3.0/3.7 GHz,,,,,,,,,,,32
Xeon Gold 5218T,SRFPM (B1),16,2.1,,16 × 1 MB,22 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-05-01,CD8069504283204,$1349,,,,,,2.7/3.8 GHz,,,,,,,,,,,32
Xeon Gold 5220,SRFBJ (L1),18,2.2,,18 × 1 MB,24.75 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-04-02,CD8069504214601 BX806955220,$1555,,,,,,2.7/3.9 GHz,,,,,,,,,,,36
Xeon Gold 5220S,SRFPT (B1),18,2.7,,18 × 1 MB,24.75 MB,125 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-05-01,CD8069504283804,$2000,,,,,,2.7/3.9 GHz,,,,,,,,,,,36
Xeon Gold 5220T,SRFPK (B1),18,1.9,,18 × 1 MB,24.75 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,2019-05-01,CD8069504283006,$1727,,,,,,2.7/3.9 GHz,,,,,,,,,,,36
Xeon Gold 5222,SRF8V (B1),4,3.8,,4 × 1 MB,16.5 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504193501,$1221,,,,,,3.9/3.9 GHz,,,,,,,,,,,8
Xeon Gold 6222V,SRFQ5 (B1),20,1.8,,20 × 1 MB,27.5 MB,115 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2400,2019-05-01,CD8069504285204,$1600,,,,,,2.4/3.6 GHz,,,,,,,,,,,40
Xeon Gold 6226,SRFPP (B1),12,2.7,,12 × 1 MB,19.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283404,$1776,,,,,,3.5/3.7 GHz,,,,,,,,,,,24
Xeon Gold 6230,SRF8W (B1),20,2.1,,20 × 1 MB,27.5 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504193701 BX806956230,$1894,,,,,,2.8/3.9 GHz,,,,,,,,,,,40
Xeon Gold 6230N,SRFPR (B1),20,2.3,,20 × 1 MB,27.5 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283604,$2046,,,,,,2.9/3.5 GHz,,,,,,,,,,,40
Xeon Gold 6230T,SRFPS (B1),20,2.1,,20 × 1 MB,27.5 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283704,$1988,,,,,,2.8/3.9 GHz,,,,,,,,,,,40
Xeon Gold 6231,,16,3.2,,16 × 1 MB,22 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,?/3.9 GHz,,,,,,,,,,,32
Xeon Gold 6231C,SRF8F (B1),16,3.2,,16 × 1 MB,22 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.7/3.9 GHz,,,,,,,,,,,32
Xeon Gold 6233,,24,2.5,,24 × 1 MB,33 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,?/3.9 GHz,,,,,,,,,,,48
Xeon Gold 6234,SRFPN (B1),8,3.3,,8 × 1 MB,24.75 MB,130 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283304,$2214,,,,,,4.0/4.0 GHz,,,,,,,,,,,16
Xeon Gold 6238,SRFPL (B1),22,2.1,,22 × 1 MB,30.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283104,$2612,,,,,,2.8/3.7 GHz,,,,,,,,,,,44
Xeon Gold 6238L,SRFQ2 (B1),22,2.1,,22 × 1 MB,30.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504284704,"$10,510",,,,,,2.8/3.7 GHz,,,,,,,,,,,44
Xeon Gold 6238M,SRFQ1 (B1),22,2.1,,22 × 1 MB,30.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504284604,$5615,,,,,,2.8/3.7 GHz,,,,,,,,,,,44
Xeon Gold 6238T,SRF9C (B1),22,1.9,,22 × 1 MB,30.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504200401,$2742,,,,,,2.7/3.7 GHz,,,,,,,,,,,44
Xeon Gold 6240,SRF8X (B1),18,2.6,,18 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194001 BX806956240,$2445,,,,,,3.3/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6240L,SRFQ0 (B1),18,2.6,,18 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504284503,"$10,243",,,,,,3.3/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6240M,SRFPZ (B1),18,2.6,,18 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504284403,$5448,,,,,,3.3/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6240Y,SRF9D (B1),18,2.6,,18 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504200501,$2726,,,,,,3.3/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6240C,,18,2.6,,18 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.6/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6241W,SRF9Y,16,3.2,,16 × 1 MB,22 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,4.2/4.4 GHz,,,,,,,,,,,32
Xeon Gold 6242,SRF8Y (B1),16,2.8,,16 × 1 MB,22 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194101 BX806956242,$2529,,,,,,3.5/3.9 GHz,,,,,,,,,,,32
Xeon Gold 6244,SRF8Z (B1),8,3.6,,8 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194202,$2925,,,,,,4.3/4.4 GHz,,,,,,,,,,,16
Xeon Gold 6245W,,12,3.3,,12 × 1 MB,19.25 MB,180 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,4.1/4.4 GHz,,,,,,,,,,,24
Xeon Gold 6246,SRFPJ (B1),12,3.3,,12 × 1 MB,24.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504282905,$3286,,,,,,4.1/4.2 GHz,,,,,,,,,,,24
Xeon Gold 6248,SRF90 (B1),20,2.5,,20 × 1 MB,27.5 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194301 BX806956248,$3072,,,,,,3.2/3.9 GHz,,,,,,,,,,,40
Xeon Gold 6249C,,26,2.6,,26 × 1 MB,35.75 MB,,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,—,,,,,,,,,,,52
Xeon Gold 6250,SRGTR (B1),8,3.9,,8 × 1 MB,35.75 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504425402,$3400,,,,,,4.5/4.5 GHz,,,,,,,,,,,16
Xeon Gold 6250L,SRH5D (B1),8,3.9,,8 × 1 MB,35.75 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504497400,$6404,,,,,,4.5/4.5 GHz,,,,,,,,,,,16
Xeon Gold 6252,SRF91 (B1),24,2.1,,24 × 1 MB,35.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194401 BX806956252,$3655,,,,,,2.8/3.7 GHz,,,,,,,,,,,48
Xeon Gold 6252N,SRFPQ (B1),24,2.3,,24 × 1 MB,35.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-05-01,CD8069504283503,$4259,,,,,,3.0/3.6 GHz,,,,,,,,,,,48
Xeon Gold 6253W,,18,3.1,,18 × 1 MB,24.75 MB,200 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,4.1/4.4 GHz,,,,,,,,,,,36
Xeon Gold 6253CL,SRF7Z (B1),18,3.1,,18 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.8/3.9 GHz,,,,,,,,,,,36
Xeon Gold 6254,SRF92 (B1),18,3.1,,18 × 1 MB,24.75 MB,200 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2019-04-02,CD8069504194501,$3803,,,,,,3.9/4.0 GHz,,,,,,,,,,,36
Xeon Gold 6256,SRGTQ (B1),12,3.6,,12 × 1 MB,33 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,2020-02-24,CD8069504425301,$3900,,,,,,4.3/4.5 GHz,,,,,,,,,,,24
Xeon Gold 6261,,22,3.0,,22 × 1 MB,30.25 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.2/3.4 GHz,,,,,,,,,,,44
Xeon Gold 6262V,SRFQ4 (B1),24,1.9,,24 × 1 MB,33 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2400,2019-05-01,CD8069504285004,$2900,,,,,,2.5/3.6 GHz,,,,,,,,,,,48
Xeon Gold 6263CY,,24,2.6,,24 × 1 MB,33 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.7/4.0 GHz,,,,,,,,,,,48
Xeon Gold 6266C,SRF83 (B1),22,3.0,,22 × 1 MB,30.25 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.2/3.4 GHz,,,,,,,,,,,44
Xeon Gold 6267,SRFQ7,24,2.6,,24 × 1 MB,33 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.1/3.4 GHz,,,,,,,,,,,48
Xeon Gold 6267C,SRF87,24,2.6,,24 × 1 MB,33 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,?/3.4 GHz,,,,,,,,,,,48
Xeon Gold 6268CL,SRF80 (B1),24,2.8,,24 × 1 MB,33 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.4/3.9 GHz,,,,,,,,,,,48
Xeon Gold 6271C,SRF8M (B1),24,2.6,,24 × 1 MB,33 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.1/3.9 GHz,,,,,,,,,,,48
Xeon Gold 6273C,SRFQ6 (B1),26,2.2,,26 × 1 MB,35.75 MB,165 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.2/3.5 GHz,,,,,,,,,,,52
Xeon Gold 6278C,SRF86 (B1),26,2.6,,26 × 1 MB,35.75 MB,185 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.3/3.5 GHz,,,,,,,,,,,56
Xeon Gold 6290,,22,3.2,,22 × 1 MB,30.25 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,3.6/3.9 GHz,,,,,,,,,,,44
Xeon Platinum 8222L,SRFA7 (B1),18,3.0,,18 × 1 MB,24.75 MB,200 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,3.4/3.5 GHz,,,,,,,,,,,36
Xeon Platinum 8223CL,SRGTN (B1),18,3.0,,18 × 1 MB,24.75 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,3.4/3.5 GHz,,,,,,,,,,,36
Xeon Platinum 8249C,SRFQ9 (B1),26,2.1,,26 × 1 MB,35.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,,,,,,2.7/3.6 GHz,,,,,,,,,,,52
Xeon Platinum 8251,SRF8R (B1),12,3.8,,12 × 1 MB,24.75 MB,240 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2933,,,OEM,,,,,,？/4.2 GHz,,,,,,,,,,,24
